Order_ID,Order_Date,Customer_ID,Customer_Name,Product_ID,Product_Name,Category,Sub_Category,Region,State,Quantity,Unit_Price,Sales,Discount,Cost,Profit,Payment_Mode,Customer_Type,Revenue,Profit_Margin,Month,Quarter,Year
ORD103028,2024-12-30,CUST01872,Aadhya Pillai,PRD-ELE-001,Smartwatch Pro 1,Electronics,Smartwatch,East,Jharkhand,1,54215.7,54215.7,0.1,41810.88,6983.25,UPI,Returning,48794.13,0.1431,2024-12,2024Q4,2024
ORD104401,2024-03-28,CUST03498,Kiara Kapoor,PRD-SPO-024,Cycling Helmet Air 24,Sports,Cycling Helmet,West,Unknown,1,4125.58,4125.58,0.0,2531.63,1593.95,UPI,New,4125.58,0.3864,2024-03,2024Q1,2024
ORD113434,2024-08-16,CUST02882,Vivaan Agarwal,PRD-BOO-022,Comic Book Max 22,Books,Comic Book,East,Odisha,1,422.32,422.32,0.05,289.13,112.07,UPI,Returning,401.2,0.2793,2024-08,2024Q3,2024
ORD103767,2023-04-08,CUST03157,Ayaan Iyer,PRD-BOO-029,Self-Help Book Pro 29,Books,Self-Help Book,North,Uttar Pradesh,1,598.67,598.67,0.15,439.0,69.87,Net Banking,Returning,508.87,0.1373,2023-04,2023Q2,2023
ORD101760,2023-05-15,CUST03722,Navya Joshi,PRD-SPO-025,Cycling Helmet Lite 25,Sports,Cycling Helmet,South,Kerala,1,2979.7,2979.7,0.0,1756.15,1223.55,UPI,Returning,2979.7,0.4106,2023-05,2023Q2,2023
ORD101314,2024-09-17,CUST03680,Reyansh Bose,PRD-BEA-016,Lipstick Air 16,Beauty,Lipstick,North,Haryana,1,695.11,695.11,0.05,364.23,296.12,Net Banking,Returning,660.35,0.4484,2024-09,2024Q3,2024
ORD109500,2023-11-29,CUST04087,Ayaan Pillai,PRD-FAS-017,Jacket Elite 17,Fashion,Jacket,North,Haryana,3,1843.81,5531.43,0.1,3089.94,1888.35,UPI,Returning,4978.29,0.3793,2023-11,2023Q4,2023
ORD110899,2024-08-01,CUST01621,Aarav Mehta,PRD-SPO-021,Dumbbell Set Air 21,Sports,Dumbbell Set,South,Karnataka,1,2221.15,2221.15,0.05,1378.19,731.9,UPI,Returning,2110.09,0.3469,2024-08,2024Q3,2024
ORD101805,2023-07-17,CUST02916,Arjun Chopra,PRD-SPO-012,Dumbbell Set Pro 12,Sports,Dumbbell Set,West,Rajasthan,3,3740.33,11220.99,0.2,7247.07,1729.72,Net Banking,Returning,8976.79,0.1927,2023-07,2023Q3,2023
ORD104090,2023-12-02,CUST01617,Riya Joshi,PRD-BOO-010,Comic Book Elite 10,Books,Comic Book,South,Karnataka,1,1142.01,1142.01,0.1,834.24,193.57,UPI,New,1027.81,0.1883,2023-12,2023Q4,2023
ORD111009,2023-11-19,CUST03036,Vihaan Kapoor,PRD-BEA-023,Sunscreen Lite 23,Beauty,Sunscreen,East,West Bengal,2,2707.76,5415.52,0.15,2655.68,1947.51,Credit Card,New,4603.19,0.4231,2023-11,2023Q4,2023
ORD101574,2024-03-03,CUST01151,Vivaan Malhotra,PRD-ELE-009,Smartphone Classic 9,Electronics,Smartphone,East,Bihar,1,54749.15,54749.15,0.0,42795.24,-4470.83,Cash on Delivery,New,54749.15,-0.0817,2024-03,2024Q1,2024
ORD109794,2023-01-26,CUST04056,Vihaan Patel,PRD-ELE-025,Headphones Air 25,Electronics,Headphones,North,Haryana,3,24080.3,72240.9,0.05,54917.34,13711.52,Cash on Delivery,Returning,68628.86,0.1998,2023-01,2023Q1,2023
ORD112721,2023-02-04,CUST02998,Saanvi Malhotra,PRD-HOM-012,Mixer Grinder Classic 12,Home & Kitchen,Mixer Grinder,West,Maharashtra,4,2873.84,11495.36,0.25,7868.72,752.8,UPI,New,8621.52,0.0873,2023-02,2023Q1,2023
ORD109317,2024-10-26,CUST03943,Reyansh Kumar,PRD-HOM-028,Cookware Set Air 28,Home & Kitchen,Cookware Set,East,Bihar,2,10339.64,20679.28,0.05,14740.86,4904.46,Credit Card,Returning,19645.32,0.2497,2024-10,2024Q4,2024
ORD108894,2023-10-22,CUST02044,Ananya Chopra,PRD-SPO-001,Running Shoes Air 1,Sports,Running Shoes,North,Haryana,4,4430.65,17722.6,0.25,10445.48,2846.47,UPI,New,13291.95,0.2141,2023-10,2023Q4,2023
ORD107267,2024-11-01,CUST02124,Arjun Iyer,PRD-FAS-010,Jacket Elite 10,Fashion,Jacket,West,Gujarat,2,5144.33,10288.66,0.05,5696.94,4077.29,Cash on Delivery,New,9774.23,0.4171,2024-11,2024Q4,2024
ORD110824,2024-12-02,CUST03119,Ayaan Patel,PRD-SPO-006,Dumbbell Set Basic 6,Sports,Dumbbell Set,North,Uttar Pradesh,4,2264.62,9058.48,0.1,5449.64,2702.99,UPI,New,8152.63,0.3315,2024-12,2024Q4,2024
ORD102104,2024-11-03,CUST02628,Aarav Sharma,PRD-FAS-008,Sneakers Max 8,Fashion,Sneakers,North,Delhi,3,2134.51,6403.53,0.0,3389.76,3013.77,Net Banking,New,6403.53,0.4706,2024-11,2024Q4,2024
ORD114374,2024-11-22,CUST02464,Krishna Reddy,PRD-HOM-004,Mixer Grinder Air 4,Home & Kitchen,Mixer Grinder,North,Haryana,2,12809.74,25619.48,0.1,16832.52,6225.01,UPI,Returning,23057.53,0.27,2024-11,2024Q4,2024
ORD115332,2024-08-09,CUST01654,Anika Mehta,PRD-ELE-025,Headphones Air 25,Electronics,Headphones,West,Maharashtra,1,23027.94,23027.94,0.25,18353.5,-1082.54,Credit Card,New,17270.95,-0.0627,2024-08,2024Q3,2024
ORD111236,2024-12-08,CUST03794,Riya Kapoor,PRD-ELE-009,Smartphone Classic 9,Electronics,Smartphone,South,Karnataka,4,54750.39,219001.56,0.25,182565.56,-18314.39,Debit Card,New,164251.17,-0.1115,2024-12,2024Q4,2024
ORD111225,2024-12-16,CUST01947,Sai Nair,PRD-BEA-008,Lipstick Basic 8,Beauty,Lipstick,South,Karnataka,2,165.98,331.96,0.1,159.94,138.82,Cash on Delivery,Returning,298.76,0.4647,2024-12,2024Q4,2024
ORD115290,2024-10-05,CUST03556,Aadhya Malhotra,PRD-BEA-019,Lipstick Elite 19,Beauty,Lipstick,South,Karnataka,2,1546.26,3092.52,0.1,1607.24,1176.03,UPI,New,2783.27,0.4225,2024-10,2024Q4,2024
ORD104241,2024-01-21,CUST01295,Vivaan Reddy,PRD-BOO-004,Textbook Lite 4,Books,Textbook,South,Telangana,1,495.46,495.46,0.2,349.73,46.64,Credit Card,New,396.37,0.1177,2024-01,2024Q1,2024
ORD111550,2024-10-28,CUST03412,Saanvi Iyer,PRD-HOM-009,Mixer Grinder Air 9,Home & Kitchen,Mixer Grinder,East,West Bengal,1,12110.76,12110.76,0.05,8587.86,2917.36,Debit Card,Returning,11505.22,0.2536,2024-10,2024Q4,2024
ORD111198,2023-07-25,CUST04018,Ishaan Kumar,PRD-ELE-003,Camera Lite 3,Electronics,Camera,East,Jharkhand,2,30922.7,61845.4,0.1,47274.46,8386.4,Debit Card,Returning,55660.86,0.1507,2023-07,2023Q3,2023
ORD102955,2024-06-22,CUST00304,Navya Malhotra,PRD-HOM-001,Bedsheet Set Plus 1,Home & Kitchen,Bedsheet Set,West,Goa,3,1252.58,3757.74,0.05,2527.68,1042.17,Credit Card,New,3569.85,0.2919,2024-06,2024Q2,2024
ORD103785,2024-08-11,CUST03765,Navya Rao,PRD-SPO-024,Cycling Helmet Air 24,Sports,Cycling Helmet,South,Telangana,2,4152.81,8305.62,0.2,5167.26,1477.24,UPI,Returning,6644.5,0.2223,2024-08,2024Q3,2024
ORD117269,2024-04-11,CUST01101,Unknown,PRD-HOM-020,Cookware Set Elite 20,Home & Kitchen,Cookware Set,North,Uttar Pradesh,1,9915.96,9915.96,0.0,6842.45,3073.51,Debit Card,New,9915.96,0.31,2024-04,2024Q2,2024
ORD101700,2024-04-01,CUST01485,Aarav Singh,PRD-SPO-003,Cricket Bat Plus 3,Sports,Cricket Bat,East,West Bengal,1,4939.41,4939.41,0.0,2958.2,1981.21,Debit Card,New,4939.41,0.4011,2024-04,2024Q2,2024
ORD116193,2024-03-10,CUST00905,Sai Verma,PRD-BEA-026,Face Cream Max 26,Beauty,Face Cream,North,Haryana,1,1043.93,1043.93,0.0,497.62,546.31,Debit Card,Returning,1043.93,0.5233,2024-03,2024Q1,2024
ORD102405,2023-12-28,CUST03685,Vivaan Sharma,PRD-HOM-002,Air Purifier Air 2,Home & Kitchen,Air Purifier,East,Odisha,1,9230.85,9230.85,0.3,6031.32,430.27,UPI,New,6461.6,0.0666,2023-12,2023Q4,2023
ORD103290,2023-01-27,CUST01158,Diya Malhotra,PRD-BOO-029,Self-Help Book Pro 29,Books,Self-Help Book,West,Maharashtra,1,598.56,598.56,0.0,422.13,176.43,Credit Card,New,598.56,0.2948,2023-01,2023Q1,2023
ORD102131,2023-08-29,CUST03568,Sai Das,PRD-BOO-006,Fiction Novel Classic 6,Books,Fiction Novel,North,Haryana,2,800.19,1600.38,0.0,1151.1,449.28,Debit Card,Returning,1600.38,0.2807,2023-08,2023Q3,2023
ORD100390,2023-08-01,CUST01881,Anika Bose,PRD-ELE-025,Headphones Air 25,Electronics,Headphones,North,Haryana,2,25765.37,51530.74,0.2,39888.08,1336.51,Debit Card,Returning,41224.59,0.0324,2023-08,2023Q3,2023
ORD103101,2024-07-14,CUST00514,Riya Pillai,PRD-BOO-010,Comic Book Elite 10,Books,Comic Book,North,Punjab,1,1164.37,1164.37,0.2,832.94,98.56,UPI,New,931.5,0.1058,2024-07,2024Q3,2024
ORD104511,2024-09-20,CUST01796,Isha Gupta,PRD-BEA-001,Lipstick Lite 1,Beauty,Lipstick,North,Punjab,2,1314.02,2628.04,0.0,1355.12,1272.92,Cash on Delivery,Returning,2628.04,0.4844,2024-09,2024Q3,2024
ORD111894,2024-11-05,CUST00014,Isha Gupta,PRD-BEA-004,Sunscreen Max 4,Beauty,Sunscreen,West,Rajasthan,1,2212.29,2212.29,0.05,1146.97,954.71,Credit Card,Returning,2101.68,0.4543,2024-11,2024Q4,2024
ORD105650,2024-09-06,CUST03216,Vihaan Joshi,PRD-HOM-029,Cookware Set Max 29,Home & Kitchen,Cookware Set,North,Haryana,3,11531.99,34595.97,0.0,22862.85,11733.12,Cash on Delivery,New,34595.97,0.3391,2024-09,2024Q3,2024
ORD105654,2023-10-04,CUST00982,Sai Mehta,PRD-BEA-028,Hair Dryer Pro 28,Beauty,Hair Dryer,East,West Bengal,1,564.09,564.09,0.0,294.54,269.55,UPI,Returning,564.09,0.4778,2023-10,2023Q4,2023
ORD112613,2024-07-09,CUST00116,Riya Kapoor,PRD-BOO-012,Textbook Elite 12,Books,Textbook,South,Telangana,1,321.13,321.13,0.0,220.72,100.41,Credit Card,Returning,321.13,0.3127,2024-07,2024Q3,2024
ORD114283,2024-11-13,CUST03744,Myra Gupta,PRD-BOO-026,Textbook Elite 26,Books,Textbook,North,Haryana,1,989.36,989.36,0.0,668.88,320.48,UPI,New,989.36,0.3239,2024-11,2024Q4,2024
ORD113211,2024-02-25,CUST00117,Myra Gupta,PRD-BEA-010,Perfume Max 10,Beauty,Perfume,West,Goa,2,1449.14,2898.28,0.15,1463.06,1000.48,Credit Card,New,2463.54,0.4061,2024-02,2024Q1,2024
ORD100526,2023-08-11,CUST03550,Anika Kumar,PRD-HOM-030,Vacuum Cleaner Classic 30,Home & Kitchen,Vacuum Cleaner,East,Bihar,1,9038.07,9038.07,0.1,6245.36,1888.9,Net Banking,Returning,8134.26,0.2322,2023-08,2023Q3,2023
ORD112470,2023-12-19,CUST02618,Aadhya Pillai,PRD-HOM-023,Air Purifier Air 23,Home & Kitchen,Air Purifier,North,Haryana,1,4739.2,4739.2,0.1,3280.08,985.2,Credit Card,New,4265.28,0.231,2023-12,2023Q4,2023
ORD111653,2024-09-02,CUST02600,Vihaan Bose,PRD-SPO-026,Yoga Mat Lite 26,Sports,Yoga Mat,North,Punjab,3,6170.91,18512.73,0.15,11595.15,4140.67,UPI,Returning,15735.82,0.2631,2024-09,2024Q3,2024
ORD103225,2024-09-02,CUST02364,Aditya Kapoor,PRD-HOM-014,Air Purifier Basic 14,Home & Kitchen,Air Purifier,West,Rajasthan,1,9670.77,9670.77,0.0,6505.78,3164.99,UPI,Returning,9670.77,0.3273,2024-09,2024Q3,2024
ORD109125,2023-10-09,CUST02181,Ishaan Nair,PRD-FAS-021,Sunglasses Elite 21,Fashion,Sunglasses,North,Punjab,2,2127.99,4255.98,0.0,2267.22,1988.76,UPI,New,4255.98,0.4673,2023-10,2023Q4,2023
ORD102020,2024-03-27,CUST03354,Riya Kumar,PRD-SPO-028,Cycling Helmet Pro 28,Sports,Cycling Helmet,East,Odisha,1,3342.61,3342.61,0.1,2092.02,916.33,UPI,Returning,3008.35,0.3046,2024-03,2024Q1,2024
ORD107929,2024-12-11,CUST03470,Aadhya Sharma,PRD-HOM-028,Cookware Set Air 28,Home & Kitchen,Cookware Set,North,Haryana,1,10103.75,10103.75,0.05,6828.82,2769.74,Credit Card,Returning,9598.56,0.2886,2024-12,2024Q4,2024
ORD106922,2023-12-06,CUST00151,Ishaan Gupta,PRD-BOO-006,Fiction Novel Classic 6,Books,Fiction Novel,South,Karnataka,1,741.61,741.61,0.0,524.83,216.78,Debit Card,New,741.61,0.2923,2023-12,2023Q4,2023
ORD117192,2023-12-23,CUST02561,Myra Gupta,PRD-HOM-019,Mixer Grinder Classic 19,Home & Kitchen,Mixer Grinder,South,Telangana,1,1788.19,1788.19,0.2,1242.37,188.18,Debit Card,Returning,1430.55,0.1315,2023-12,2023Q4,2023
ORD104692,2023-06-22,CUST01031,Kiara Joshi,PRD-ELE-019,Tablet Plus 19,Electronics,Tablet,East,West Bengal,1,17405.64,17405.64,0.3,14137.73,-1953.78,Debit Card,Returning,12183.95,-0.1604,2023-06,2023Q2,2023
ORD115299,2023-10-01,CUST03891,Aadhya Patel,PRD-BOO-013,Comic Book Elite 13,Books,Comic Book,South,Telangana,1,1054.72,1054.72,0.05,705.56,296.42,Debit Card,New,1001.98,0.2958,2023-10,2023Q4,2023
ORD117777,2023-11-24,CUST00716,Sai Pillai,PRD-BEA-001,Lipstick Lite 1,Beauty,Lipstick,South,Karnataka,4,1424.32,5697.28,0.1,2842.32,2285.23,UPI,Returning,5127.55,0.4457,2023-11,2023Q4,2023
ORD102419,2023-02-03,CUST00088,Arjun Sharma,PRD-BOO-001,Self-Help Book Lite 1,Books,Self-Help Book,South,Tamil Nadu,3,784.94,2354.82,0.05,1711.05,526.03,UPI,New,2237.08,0.2351,2023-02,2023Q1,2023
ORD106520,2023-03-12,CUST03974,Isha Pillai,PRD-BOO-021,Comic Book Pro 21,Books,Comic Book,North,Uttar Pradesh,2,535.04,1070.08,0.0,734.98,335.1,Debit Card,Returning,1070.08,0.3132,2023-03,2023Q1,2023
ORD111113,2023-09-08,CUST03015,Saanvi Agarwal,PRD-BEA-015,Face Cream Air 15,Beauty,Face Cream,East,Odisha,4,753.87,3015.48,0.1,1535.08,1178.85,Net Banking,New,2713.93,0.4344,2023-09,2023Q3,2023
ORD103615,2023-01-13,CUST00156,Ayaan Sharma,PRD-SPO-028,Cycling Helmet Pro 28,Sports,Cycling Helmet,East,West Bengal,5,3083.47,15417.35,0.1,9827.7,4047.91,UPI,Returning,13875.62,0.2917,2023-01,2023Q1,2023
ORD109092,2024-06-25,CUST03176,Ishaan Bose,PRD-BOO-022,Comic Book Max 22,Books,Comic Book,South,Tamil Nadu,1,432.35,432.35,0.1,290.91,98.2,UPI,New,389.12,0.2524,2024-06,2024Q2,2024
ORD108887,2023-04-30,CUST03213,Aditya Rao,PRD-ELE-011,Smartphone Classic 11,Electronics,Smartphone,East,Bihar,1,57714.71,57714.71,0.15,45432.99,3624.51,UPI,Returning,49057.5,0.0739,2023-04,2023Q2,2023
ORD104390,2024-11-04,CUST01275,Isha Rao,PRD-HOM-020,Cookware Set Elite 20,Home & Kitchen,Cookware Set,East,Bihar,2,9910.66,19821.32,0.0,13998.98,3840.21,Debit Card,New,19821.32,0.1937,2024-11,2024Q4,2024
ORD108755,2024-07-01,CUST02342,Sai Joshi,PRD-HOM-017,Vacuum Cleaner Basic 17,Home & Kitchen,Vacuum Cleaner,West,Gujarat,2,9024.89,18049.78,0.15,11736.76,3605.55,Credit Card,New,15342.31,0.235,2024-07,2024Q3,2024
ORD110639,2024-04-05,CUST02847,Myra Reddy,PRD-BEA-014,Face Cream Pro 14,Beauty,Face Cream,North,Punjab,1,511.33,511.33,0.0,245.77,265.56,UPI,Returning,511.33,0.5194,2024-04,2024Q2,2024
ORD108977,2024-09-08,CUST01363,Kiara Menon,PRD-ELE-002,Laptop Elite 2,Electronics,Laptop,West,Gujarat,3,29992.96,89978.88,0.1,72661.59,8319.4,UPI,Returning,80980.99,0.1027,2024-09,2024Q3,2024
ORD109107,2024-01-30,CUST02442,Vihaan Nair,PRD-BOO-014,Fiction Novel Air 14,Books,Fiction Novel,South,Tamil Nadu,3,1236.9,3710.7,0.0,2490.96,1219.74,UPI,New,3710.7,0.3287,2024-01,2024Q1,2024
ORD115573,2024-03-01,CUST02560,Kiara Chopra,PRD-SPO-023,Dumbbell Set Plus 23,Sports,Dumbbell Set,West,Rajasthan,1,1861.3,1861.3,0.15,1121.44,460.66,Credit Card,New,1582.1,0.2912,2024-03,2024Q1,2024
ORD111209,2024-11-19,CUST04100,Krishna Mehta,PRD-BEA-004,Sunscreen Max 4,Beauty,Sunscreen,West,Gujarat,1,2105.12,2105.12,0.0,1091.92,1013.2,Cash on Delivery,Returning,2105.12,0.4813,2024-11,2024Q4,2024
ORD101987,2024-03-21,CUST00950,Ishaan Singh,PRD-BOO-020,Self-Help Book Plus 20,Books,Self-Help Book,South,Karnataka,1,527.39,527.39,0.3,375.22,-6.05,Debit Card,New,369.17,-0.0164,2024-03,2024Q1,2024
ORD108265,2024-06-27,CUST01978,Arjun Mehta,PRD-SPO-008,Running Shoes Plus 8,Sports,Running Shoes,North,Uttar Pradesh,1,722.39,722.39,0.05,448.09,238.18,Net Banking,Returning,686.27,0.3471,2024-06,2024Q2,2024
ORD109629,2023-12-29,CUST00846,Vihaan Das,PRD-FAS-014,Jeans Lite 14,Fashion,Jeans,East,Bihar,1,2550.37,2550.37,0.25,1393.96,518.82,Debit Card,New,1912.78,0.2712,2023-12,2023Q4,2023
ORD107492,2023-05-15,CUST02670,Diya Patel,PRD-ELE-012,Smartphone Elite 12,Electronics,Smartphone,South,Tamil Nadu,2,3735.7,7471.4,0.1,5995.94,728.32,Debit Card,Returning,6724.26,0.1083,2023-05,2023Q2,2023
ORD102367,2024-09-22,CUST01913,Sai Joshi,PRD-BEA-012,Perfume Basic 12,Beauty,Perfume,East,West Bengal,2,755.41,1510.82,0.15,781.26,502.94,UPI,Returning,1284.2,0.3916,2024-09,2024Q3,2024
ORD117177,2024-02-19,CUST00871,Ishaan Menon,PRD-HOM-011,Cookware Set Pro 11,Home & Kitchen,Cookware Set,North,Uttar Pradesh,5,5510.16,27550.8,0.15,19599.0,3819.18,Net Banking,New,23418.18,0.1631,2024-02,2024Q1,2024
ORD101961,2024-01-17,CUST04129,Anika Chopra,PRD-HOM-004,Mixer Grinder Air 4,Home & Kitchen,Mixer Grinder,East,Bihar,1,13018.63,13018.63,0.05,8813.65,3554.05,UPI,Returning,12367.7,0.2874,2024-01,2024Q1,2024
ORD104829,2024-12-29,CUST02974,Saanvi Kumar,PRD-SPO-023,Dumbbell Set Plus 23,Sports,Dumbbell Set,West,Goa,1,1940.14,1940.14,0.1,1160.15,585.98,Cash on Delivery,Returning,1746.13,0.3356,2024-12,2024Q4,2024
ORD106918,2023-08-16,CUST00708,Vivaan Rao,PRD-SPO-018,Cycling Helmet Lite 18,Sports,Cycling Helmet,North,Delhi,4,4529.81,18119.24,0.15,10838.88,4562.47,Net Banking,New,15401.35,0.2962,2023-08,2023Q3,2023
ORD100822,2024-01-27,CUST02664,Diya Patel,PRD-BOO-025,Self-Help Book Elite 25,Books,Self-Help Book,West,Rajasthan,2,1234.77,2469.54,0.0,1692.38,777.16,Net Banking,Returning,2469.54,0.3147,2024-01,2024Q1,2024
ORD105056,2023-12-12,CUST02833,Ayaan Pillai,PRD-HOM-010,Bedsheet Set Elite 10,Home & Kitchen,Bedsheet Set,West,Maharashtra,1,9732.54,9732.54,0.1,6866.43,1892.86,Cash on Delivery,Returning,8759.29,0.2161,2023-12,2023Q4,2023
ORD115215,2024-05-30,CUST02186,Vivaan Iyer,PRD-FAS-019,Sunglasses Lite 19,Fashion,Sunglasses,West,Rajasthan,3,4923.33,14769.99,0.0,7811.25,6958.74,UPI,Returning,14769.99,0.4711,2024-05,2024Q2,2024
ORD112384,2024-04-16,CUST01151,Vivaan Malhotra,PRD-ELE-010,Smartwatch Classic 10,Electronics,Smartwatch,West,Rajasthan,1,53443.39,53443.39,0.0,43864.67,9578.72,UPI,New,53443.39,0.1792,2024-04,2024Q2,2024
ORD106896,2023-07-31,CUST00103,Isha Iyer,PRD-ELE-008,Tablet Air 8,Electronics,Tablet,West,Maharashtra,1,60296.74,60296.74,0.0,49012.32,11284.42,Cash on Delivery,Returning,60296.74,0.1871,2023-07,2023Q3,2023
ORD109681,2023-12-26,CUST01004,Kiara Kapoor,PRD-HOM-001,Bedsheet Set Plus 1,Home & Kitchen,Bedsheet Set,South,Telangana,3,1245.35,3736.05,0.25,2653.98,148.06,Credit Card,New,2802.04,0.0528,2023-12,2023Q4,2023
ORD100085,2023-11-28,CUST02590,Ananya Patel,PRD-HOM-007,Cookware Set Basic 7,Home & Kitchen,Cookware Set,West,Goa,3,5856.46,17569.38,0.2,11519.64,2535.86,UPI,Returning,14055.5,0.1804,2023-11,2023Q4,2023
ORD101414,2023-08-31,CUST00616,Aadhya Malhotra,PRD-SPO-013,Cricket Bat Max 13,Sports,Cricket Bat,East,Odisha,2,4368.05,8736.1,0.05,5270.58,3028.71,Net Banking,New,8299.3,0.3649,2023-08,2023Q3,2023
ORD104658,2024-02-20,CUST01461,Anika Patel,PRD-BEA-022,Hair Dryer Pro 22,Beauty,Hair Dryer,West,Maharashtra,1,2140.87,2140.87,0.0,1038.68,1102.19,Credit Card,New,2140.87,0.5148,2024-02,2024Q1,2024
ORD112089,2023-01-10,CUST02656,Diya Reddy,PRD-SPO-025,Cycling Helmet Lite 25,Sports,Cycling Helmet,North,Haryana,4,3128.74,12514.96,0.0,7778.88,4736.08,UPI,New,12514.96,0.3784,2023-01,2023Q1,2023
ORD111233,2024-02-23,CUST04069,Saanvi Sharma,PRD-ELE-030,Smartphone Basic 30,Electronics,Smartphone,South,Karnataka,2,8086.48,16172.96,0.0,12492.74,3680.22,UPI,Returning,16172.96,0.2276,2024-02,2024Q1,2024
ORD105591,2023-04-07,CUST02951,Diya Nair,PRD-HOM-022,Cookware Set Plus 22,Home & Kitchen,Cookware Set,East,Jharkhand,1,5873.74,5873.74,0.15,3867.44,1125.24,Debit Card,Returning,4992.68,0.2254,2023-04,2023Q2,2023
ORD114739,2023-05-30,CUST01810,Vivaan Iyer,PRD-HOM-003,Mixer Grinder Pro 3,Home & Kitchen,Mixer Grinder,South,Karnataka,1,12890.47,12890.47,0.1,8982.63,2618.79,UPI,Returning,11601.42,0.2257,2023-05,2023Q2,2023
ORD116762,2023-10-15,CUST01500,Isha Joshi,PRD-FAS-004,Handbag Elite 4,Fashion,Handbag,South,Tamil Nadu,1,2690.49,2690.49,0.1,1542.77,878.67,Credit Card,Returning,2421.44,0.3629,2023-10,2023Q4,2023
ORD102990,2023-10-16,CUST01461,Anika Patel,PRD-BEA-003,Sunscreen Air 3,Beauty,Sunscreen,South,Karnataka,1,2044.62,2044.62,0.05,1030.93,911.46,Cash on Delivery,New,1942.39,0.4692,2023-10,2023Q4,2023
ORD111575,2024-09-08,CUST01146,Ayaan Rao,PRD-BEA-011,Hair Dryer Air 11,Beauty,Hair Dryer,West,Maharashtra,1,2589.79,2589.79,0.0,1287.46,1302.33,Credit Card,Returning,2589.79,0.5029,2024-09,2024Q3,2024
ORD117179,2023-04-05,CUST00006,Ayaan Gupta,PRD-BEA-008,Lipstick Basic 8,Beauty,Lipstick,West,Gujarat,1,180.34,180.34,0.1,92.8,69.51,Net Banking,New,162.31,0.4283,2023-04,2023Q2,2023
ORD109984,2023-09-24,CUST00708,Vivaan Rao,PRD-FAS-013,Sneakers Classic 13,Fashion,Sneakers,North,Delhi,4,4523.38,18093.52,0.3,9794.08,2871.38,UPI,New,12665.46,0.2267,2023-09,2023Q3,2023
ORD101883,2024-01-07,CUST02261,Navya Patel,PRD-ELE-016,Camera Elite 16,Electronics,Camera,West,Gujarat,1,2188.21,2188.21,0.15,1695.89,164.09,UPI,Returning,1859.98,0.0882,2024-01,2024Q1,2024
ORD113397,2024-12-04,CUST01334,Aditya Nair,PRD-BEA-020,Sunscreen Basic 20,Beauty,Sunscreen,South,Kerala,2,329.5,659.0,0.0,321.44,304.61,Debit Card,New,659.0,0.4622,2024-12,2024Q4,2024
ORD117518,2023-01-18,CUST01070,Reyansh Nair,PRD-FAS-008,Sneakers Max 8,Fashion,Sneakers,North,Haryana,2,2219.12,4438.24,0.3,2542.8,563.97,Debit Card,New,3106.77,0.1815,2023-01,2023Q1,2023
ORD106738,2023-07-23,CUST04003,Isha Kapoor,PRD-ELE-011,Smartphone Classic 11,Electronics,Smartphone,West,Rajasthan,1,56464.36,56464.36,0.0,44717.85,453.64,UPI,New,56464.36,0.008,2023-07,2023Q3,2023
ORD102244,2024-05-20,CUST02908,Navya Chopra,PRD-BEA-028,Hair Dryer Pro 28,Beauty,Hair Dryer,South,Tamil Nadu,2,534.53,1069.06,0.15,546.92,361.78,Net Banking,New,908.7,0.3981,2024-05,2024Q2,2024
ORD109325,2024-11-15,CUST00591,Vivaan Iyer,PRD-BOO-009,Comic Book Basic 9,Books,Comic Book,East,Jharkhand,2,171.33,342.66,0.05,250.26,75.27,UPI,Returning,325.53,0.2312,2024-11,2024Q4,2024
ORD106123,2024-05-04,CUST04155,Myra Kumar,PRD-SPO-030,Dumbbell Set Basic 30,Sports,Dumbbell Set,South,Kerala,2,2763.56,5527.12,0.05,3337.08,1913.68,UPI,New,5250.76,0.3645,2024-05,2024Q2,2024
ORD114866,2024-10-04,CUST02864,Myra Gupta,PRD-ELE-027,Headphones Classic 27,Electronics,Headphones,North,Haryana,1,44495.88,44495.88,0.05,33846.51,8424.58,Net Banking,New,42271.09,0.1993,2024-10,2024Q4,2024
ORD109202,2023-09-22,CUST02447,Ishaan Reddy,PRD-BEA-006,Hair Dryer Elite 6,Beauty,Hair Dryer,South,Telangana,3,766.24,2298.72,0.05,1147.08,1036.7,Cash on Delivery,New,2183.78,0.4747,2023-09,2023Q3,2023
ORD108302,2024-10-06,CUST00022,Diya Nair,PRD-ELE-007,Headphones Lite 7,Electronics,Headphones,East,Jharkhand,1,32376.92,32376.92,0.1,26561.13,2578.1,Debit Card,Returning,29139.23,0.0885,2024-10,2024Q4,2024
ORD116788,2023-12-17,CUST03024,Isha Rao,PRD-HOM-014,Air Purifier Basic 14,Home & Kitchen,Air Purifier,East,Odisha,2,8866.82,17733.64,0.0,12147.24,2926.35,Credit Card,Returning,17733.64,0.165,2023-12,2023Q4,2023
ORD112115,2023-02-23,CUST02847,Myra Reddy,PRD-ELE-030,Smartphone Basic 30,Electronics,Smartphone,West,Maharashtra,3,7307.14,21921.42,0.05,18230.13,2595.22,Debit Card,Returning,20825.35,0.1246,2023-02,2023Q1,2023
